Date,Harga Asli,Harga Prediksi,Selisih (Rp),Error (%)
2025-05-06,8965.7314453125,8909.115157185715,56.61628812678464,0.6314742803988959
2025-05-07,9015.4033203125,8984.453131853053,30.950188459446508,0.3433034259234193
2025-05-08,8916.0595703125,9005.240544912489,-89.18097459998899,1.0002285639379513
2025-05-09,8940.8955078125,9003.225140560866,-62.32963274836584,0.69712964091687
2025-05-14,9214.08984375,9063.562366736656,150.52747701334374,1.6336662607587649
2025-05-15,9214.08984375,9113.260272277814,100.82957147218622,1.094297680856453
2025-05-16,9238.9248046875,9157.89418690882,81.03061777868061,0.8770567949375297
2025-05-19,9437.611328125,9270.503762935132,167.10756518986818,1.7706553001591767
2025-05-20,9412.7763671875,9371.0349691372,41.74139805030063,0.4434546877774469
2025-05-21,9636.298828125,9459.241327556556,177.05750056844408,1.8374015140717193
2025-05-22,9586.626953125,9534.135426483903,52.49152664109715,0.5475494863601241
2025-05-23,9611.462890625,9610.692062881324,0.770827743675909,0.008019879517276946
2025-05-26,9561.791015625,9632.420416818266,-70.62940119326595,0.73866288311311
2025-05-27,9387.9404296875,9619.276086672031,-231.33565698453094,2.4641790040867515
2025-05-28,9338.2685546875,9545.579136863144,-207.3105821756435,2.2200109255969136
2025-06-02,9040.23828125,9419.406590186474,-379.1683089364742,4.194229146845522
2025-06-03,8990.5673828125,9275.305795623455,-284.7384128109552,3.1670794588036455
2025-06-04,8916.0595703125,9126.764485490905,-210.70491517840492,2.363206677981178
2025-06-05,8866.3876953125,9007.778900889476,-141.39120557697606,1.5946878304422336
2025-06-10,9040.23828125,8939.17011841751,101.06816283248918,1.1179811824441692
2025-06-11,8990.5673828125,8927.658939605353,62.908443207146775,0.6997160527088698
2025-06-12,9065.07421875,8944.355007690589,120.71921105941146,1.3316957825862972
2025-06-13,8965.7314453125,8955.345617831823,10.385827480677108,0.11583915427343151
2025-06-16,8866.3876953125,8955.976652675428,-89.58895736292834,1.0104335659751538
2025-06-17,9015.4033203125,8951.105747746915,64.29757256558514,0.7131968507800093
2025-06-18,8841.5517578125,8920.010469727953,-78.45871191545302,0.887386219801586
2025-06-19,8717.373046875,8844.402344917533,-127.0292980425329,1.4571969945472312
2025-06-20,8642.865234375,8775.741568114401,-132.87633373940116,1.5374106865732007
2025-06-23,8568.3583984375,8713.684153656937,-145.32575521943727,1.69607465586335
2025-06-24,8717.373046875,8651.820537643875,65.55250923112544,0.7519754962720642
2025-06-25,8543.5224609375,8591.37609843468,-47.8536374971809,0.5601160143954231
2025-06-26,8593.1943359375,8570.306990198955,22.887345738545264,0.2663426991616884
2025-06-30,8618.029296875,8571.400928040832,46.628368834168214,0.5410560492185402
